Repository,TotalCommits,TestCommits
https://github.com/donnemartin/system-design-primer.git,0,[]
https://github.com/vinta/awesome-python.git,0,[]
https://github.com/ytdl-org/youtube-dl.git,137,"['e88c9ef62a4a26cc77370b741a4244d298c7d45a', '3a61e6d36003b6043dd53dec5ae714a839225044', 'd81a213cfb66f6e3175980d763318bd81e31be02', 'f9201cef58c2ef6bd99315ea06b57d0c69a83f59', '657221c81d966115cf6ac263805168e49a48abce', 'cff72b4cc0330f6d635353083eea7e570036b1ea', '142c584063ec02406e636522fe11d0d2be22b299', '9c724601ba234085dc5071ec9c1c3d98e6834817', 'b46483a6ec6a42889fc16d53afd76d147748785f', '99c68db0a8adc634e2e928ea2756a2ceee3ae863', '70baa7bfae8890c8274af7f3c7e2a704d300a326', '5ad69d3d0e7d1d8d15a1f2497d602b1b91fcc74a', '5ad69d3d0e7d1d8d15a1f2497d602b1b91fcc74a', 'c4a451bcdd2b743fdb96fcbae261c86ed91022ba', 'ed99d68bdddfba0440dc81c105d5c0ea7cee7d1c', '57044eacebc6f2f3cd83c345e1b6e659a22e4773', '46e0a729b2d4503d8d49433fdddfce726d08261e', '2c2c2bd348b7dce0aad55a6fc37a18c6f9a000e3', 'd76d59d99d05fba94963690a039d38373dddc658', '39ca35e7651048c2adf558f1d6db2df0de4554f5', '96f87aaa3b34d80bc72097a7475d8093849091fc', 'e1eae16b56b5c57e341b000167c0a92e67095e6e', '9d142109f445ea247e476cfc0e0ca134f6ebb802', '1e677567cd083d43f55daef0cc74e5fa24575ae3', '7a497f1405ecdcd76c671c7bfaad238d75d01639', '73e1ab6125eeea2b07942326cd2f1d6d9adff64e', '6508688e88c83bb811653083db9351702cd39a6a', 'ef044be34bb64c489558dd07818616b514d2e2ad', 'ef044be34bb64c489558dd07818616b514d2e2ad', '3aa94d7945dfaa0e04acf2700ffe0e43b00db498', '811c480f7b6c25ca510a033e6365d00174135392', '11665dd2367a2eefd1ad090828f987fef11226e4', '11665dd2367a2eefd1ad090828f987fef11226e4', 'deee741fb145360576ceae9d69b1b43db082c404', 'd231b56717c73ee597d2e077d11b69ed48a1b02d', 'd231b56717c73ee597d2e077d11b69ed48a1b02d', 'd231b56717c73ee597d2e077d11b69ed48a1b02d', 'b0a60ce2032172aeaaf27fe3866ab72768f10cb2', 'b0a60ce2032172aeaaf27fe3866ab72768f10cb2', '538ec65ba7634bb9ad9f8eb4ce72713c673969dc', '538ec65ba7634bb9ad9f8eb4ce72713c673969dc', '46b8ae2f520c17aaa756082676788c6287b6809e', '46b8ae2f520c17aaa756082676788c6287b6809e', 'd619dd712f63aab1964f8fdde9ceea514a5e581d', 'd619dd712f63aab1964f8fdde9ceea514a5e581d', '4c6fba37650d60acbd32a9f2d6e2468a730d0f1c', '55c823634db890a328ffc23588fcd6f35d9b3ddf', '55c823634db890a328ffc23588fcd6f35d9b3ddf', '218c423bc042674a8834ffc09520a94fbbe7b138', '7009bb9f3182449ae8cc05cc28b768b63030a485', 'c91cbf60729af93c4677864aa6c8b74b576146ca', '65ccb0dd4eb52cced7d0e11af021c09dbe2aed4a', '087ddc237132103859cc00183d8d70bd75c0e44e', '27ed77aabba8c9eb08d66f34092b1bfcc22c482e', '14ef89a8dab4f6ba6185d6f5bf0317a705d7b842', '14ef89a8dab4f6ba6185d6f5bf0317a705d7b842', '295736c9cba714fb5de7d1c3dd31d86e50091cf8', '37cbdfa0e7c9d00d450af32dc9cdaf93cbfc4576', 'd6b14ba3163b255d0dd8d3b9ddf25d977b8262e7', '249f2b631629471af5cfee2993e62de58c8f5990', '4e04f104994c5dac2cb74b64ba7725716ce939d7', 'bafb6dec72865cc494feb35ecc94481c30a81069', '33db85c571304bbd6863e3407ad8d08764c9e53b', '33db85c571304bbd6863e3407ad8d08764c9e53b', '33db85c571304bbd6863e3407ad8d08764c9e53b', '42b098dd79e91295376ca98f394876555481a3eb', 'dd9aa74beefc179f943051c4e19eecad87ab1124', '1d3751c3fe50b203d3e2bff71d866c8c500f8288', 'e67e52a8f8fd7e76253e416da76570af8da200d0', '3e92c60fcd94c37428d57153dbdd14cd0a1f9226', '040271022709c4d20d33c604d1dbc72dc2da472d', '45495228b7a6728b7e764bbcf1f38490cd3d8697', 'f35b757c826027ab5263d431bbe363c6403bd66d', '211cbfd5d46025a8e4d8f9f3d424aaada4698974', 'a85a875fef2e9b097c3f6f93f1d0cead06f84e43', 'd89c2137ba4c1def185358a9ff48642e05ac65a2', 'd89c2137ba4c1def185358a9ff48642e05ac65a2', 'a2534f7b888416e872d5afd1862eb3e30fc69fc7', 'a2534f7b888416e872d5afd1862eb3e30fc69fc7', 'ae8ba2c31977b68b75221f80c488c0b12385269c', '9112e668a5ea6376017718db9ff13b369d53ad7a', '2500300c2a5986ace34390aa473a8bd51f83622c', '2500300c2a5986ace34390aa473a8bd51f83622c', 'b08a58090635777f1001d5cde2cd141a5565177c', 'f24bc9272e9b74efc4c4af87c862f5f78921d424', 'f24bc9272e9b74efc4c4af87c862f5f78921d424', 'f47fdb9564d3ca1c0fa70ed6031148ec908fdc7b', 'd5ef405c5d533c85cebd205a5b7958614c7013f3', '1720c04dc56fa0d2caa0a455b1acbd569347482e', '46fde7caeeab13a6277aab22a0e8a29e10c30cc3', 'b383be98874d4dded67ee8a679fae30340722709', '8334ec961b802ad7ef8571b776c5fc727206dc9b', '8334ec961b802ad7ef8571b776c5fc727206dc9b', '21438a4194376c3a9b1e5c322c825d43a1b03d6e', '1d8d5a93f7187438587c3a754b53fdf30322cef0', '1d8d5a93f7187438587c3a754b53fdf30322cef0', '825a40744bf9aeb743452db24e43d3eb61feb6c2', 'd9d07a95815a992bf5f876a62f25c831eb3f32ac', 'b2741f2654e6ddfebc1771b5d5fadb5fd6fe3863', '7bce2ad441b874e7a1cf8cc81059c5601d832697', '44faa71b19c866b836e4433ddd3e4722ac6d282f', '2b7dd3b2a2d7c6e228a42d1000a6f3296739ff1c', 'aac33155e40af3da96a2467dd05faea201815989', 'a25e9f3c84a34d43f78a4e5a6f6c2e98e2a0ade3', 'a25e9f3c84a34d43f78a4e5a6f6c2e98e2a0ade3', 'a25e9f3c84a34d43f78a4e5a6f6c2e98e2a0ade3', 'a25e9f3c84a34d43f78a4e5a6f6c2e98e2a0ade3', 'a25e9f3c84a34d43f78a4e5a6f6c2e98e2a0ade3', 'a25e9f3c84a34d43f78a4e5a6f6c2e98e2a0ade3', 'a25e9f3c84a34d43f78a4e5a6f6c2e98e2a0ade3', 'e7926ae9f4e5fa258696551a39295402819280c9', 'abef53466da1f7d2e79f5644718a2cf7524abc49', 'abef53466da1f7d2e79f5644718a2cf7524abc49', '66ab0814c4baa2dc79c2dd5287bc0ad61a37c5b9', '66518714169185195a359e173cef73fba31d76b8', 'dc512e3a8a26a8e3fc7f1f67e5ee5e7699db8659', 'c58b655a9ef255eb9d02b4d57706c46cfdf35975', '4eaeb9b2c680ed097770ce976c3b37a1b05c0800', 'f0812d784836d18fd25ea32f9b5a0c9c6e92425b', 'acc383b9e3c2d454121c22570c901dd2c689dc26', '21792b88b791b16e3ab0a0fb2e26e5bb8a4e2ff3', 'c2766cb80ee9add4d2d2d94b1878e7884c63ceaf', '06da64ee51cd405b9392ba484cf7d3d31a88ee30', 'eee9a247eb3ef876ce6d9f5e34275e46a2d06d10', 'eee9a247eb3ef876ce6d9f5e34275e46a2d06d10', '21924742f79ccbd62d16ef4120518c6a5da8614e', '3bde6a5752591f824096469fb9617be9d470df2c', 'ad01fa6ccadd1ecade8002e937492a141d3b8f25', 'ad01fa6ccadd1ecade8002e937492a141d3b8f25', '46521096433aceaa41b4caa845bed22ca6f377ce', '756f6b45c7c9a77f0fa912f882afe7e04878a01b', 'd35ce6ce95aac9b98c5f8272824a82e4623b777a', '16f5bbc464602773e61eeafef51d1dbc47987bb4', 'e1b3fa242cb94eb9dc949ab3f2cace91c46f11bf', '71223bff39551a11b6959a3de2dd9e2f070f3c4f', 'dbc08fba83a0e6c5215e8cec97eb4076f85eee5f', 'dbc08fba83a0e6c5215e8cec97eb4076f85eee5f']"
https://github.com/521xueweihan/HelloGitHub.git,0,[]
https://github.com/nvbn/thefuck.git,45,"['11b70526f72339bcce0beefa1665c74bb06e18b3', '70a42b54ab2153db4f6f5143122bc9ef9db4f818', '711feb4df56c44561f4e6c347c5efb0fe3ab1a37', '0668822abb6471c3f382ad19bb7f761ff79bea37', '58ddd4338adf12a3abc2ffed0e27794a398fa8d2', 'eb05b28c5b9c1c43fb0de126faa6d3949af3bf9f', 'c2df71caed917ea659a72a393b105881ec0709df', '8e8c80c22757508cb54f5fb17c67a7fb925dd0e1', 'dbc435c0401c464b6bbb2059a77ec98a96d4fe06', '7f3442747ee4318d893891db4527846bb656998c', '2a166a7dec3c872ef6be3870b50889500ca6a212', '7b7c150bb7e86bf71523ec735f4e0cd7b68ddf5c', '51e4e8728098903a87fb6d1cd2083460d439f357', '0f4a523dc4cab990641131a7aac90b67bf7fb5fc', 'cf1beb6b89cfcefb594f40a0d698da2b1ee94955', 'd8ddf5a2be9d52ec4bc8c11e79fcc7b3c390b669', '16eb823066407a4115bb129ac3fce1872c16dc6b', '06cb50b1e38263c365ed7abbccb22a04fb250c44', '5198b34f24ca4bc414a5bf1b0288ee86ea2529a8', 'f1b7d879bdfc712c14de1e40f00c52ed4a0437dd', 'ed40463105a882c64cefa0b68f6267878f7cad9f', 'f9768cf929c5e96bd146a770b838680b4cdc04a9', '03a032295d3c978d10d8f43644679c917e870fd7', '77627a314048dad8439941ca25c8f0beaedf74a9', 'ceeaeab94b5df5a4fe9d94d61e4f6b0bbea96378', '1a242c7daa59ddfe787eca0eb54d00afa03c95f8', '5f562a185ce3ca398f990b392c54d82104a105a7', '5f562a185ce3ca398f990b392c54d82104a105a7', '5f562a185ce3ca398f990b392c54d82104a105a7', 'b79e104df88877588386e3e2b20d5aa859649795', 'b03e0913d3e94e605dc36ef9c7c2e48cd2f6e5fc', 'd81929f29438b8e115efa4091dc8362431c4ce1e', '2cadcca9043e6ae3ddf0b4cb9ddd9caa0c668f1e', '2cadcca9043e6ae3ddf0b4cb9ddd9caa0c668f1e', '2cadcca9043e6ae3ddf0b4cb9ddd9caa0c668f1e', '2cadcca9043e6ae3ddf0b4cb9ddd9caa0c668f1e', '2cadcca9043e6ae3ddf0b4cb9ddd9caa0c668f1e', '2cadcca9043e6ae3ddf0b4cb9ddd9caa0c668f1e', 'ef1ea4b4dd1016082c7d8199364cfe3e8a2916e6', 'cf0921be4ad01fc644358a3e99680be5f238bfa7', 'cf0921be4ad01fc644358a3e99680be5f238bfa7', '617aaa1fd07271d0b370e56efd307827c085eb7c', '0420442e778dd7bc53bdbdb50278eea2c207dc74', '62e0767c5069aeee176b0fe3459068b7703aaa26', '62e0767c5069aeee176b0fe3459068b7703aaa26']"
https://github.com/openai/whisper.git,31,"['6e3be77e1a105e59086e3e21ff5f609fd6fa89a5', '6e3be77e1a105e59086e3e21ff5f609fd6fa89a5', '6e3be77e1a105e59086e3e21ff5f609fd6fa89a5', '6e3be77e1a105e59086e3e21ff5f609fd6fa89a5', '493dfffa37505bee2184d0452429b73ddc007de0', 'b1d213c0c784e04f7f413ae841c4bd352638491d', 'b1d213c0c784e04f7f413ae841c4bd352638491d', 'a84191faae9a1984511f826b42befa7e256f5a51', '8135a7c31ccda72d03569429b4d79fd3a059d62a', 'ea1c266709125f68a89acdc0c6ddbde6773eb0ed', '500d0fe9668fae5fe2af2b6a3c4950f8a29aa145', '500d0fe9668fae5fe2af2b6a3c4950f8a29aa145', '500d0fe9668fae5fe2af2b6a3c4950f8a29aa145', '500d0fe9668fae5fe2af2b6a3c4950f8a29aa145', 'b80bcf610d89960bc658b61af9c333fc6d978d78', 'b80bcf610d89960bc658b61af9c333fc6d978d78', 'b80bcf610d89960bc658b61af9c333fc6d978d78', 'b80bcf610d89960bc658b61af9c333fc6d978d78', 'b80bcf610d89960bc658b61af9c333fc6d978d78', '38f2f4d99d297c2fc09f9f5f28eaa06b017e24a3', '839639a223b92ad61851baae9ad8a695ccb41ce5', '5f9ac653b7f0fa772af9aa8e2cec89726b526c3e', 'e69930cb9c92c6d821225ccf9cc2fb0029f07635', '8b330df0961ff64499609d70f1ba7c6a8a2f9b1a', '5f957da5ca9ab45a4ac149047e6a8004bc9d25bc', '746aaaeafa4ae746f97284ff43e3abe9af835b1d', 'c5d42560760a05584c1c79546a098287e5a771eb', '279133e3107392276dc509148da1f41bfb532c7e', 'b66b46f32dd3934edd3e79b2821357f52d388501', '260bbcfcb3cd17a6952f1a51d516e4b2f0e2559a', 'cdb81479623391f0651f4f9175ad986e85777f31']"
https://github.com/3b1b/manim.git,2,"['5de62edfb8af1515cc773de706581d43381f57b2', '0f95e80798cc96bf41fe036283df6dc2cdfdcf76']"
https://github.com/fighting41love/funNLP.git,0,[]
